"Date","600832.SS.Open","600832.SS.High","600832.SS.Low","600832.SS.Close","600832.SS.Volume","600832.SS.Adjusted"
2009-01-01,6.34,6.34,6.34,6.34,0,6.34
2009-01-02,6.34,6.34,6.34,6.34,0,6.34
2009-01-05,6.4649786628734,6.54857752489331,6.40924608819346,6.53,7967600,6.53
2009-01-06,6.5106843575419,6.66857541899441,6.42709497206704,6.65,14308000,6.65
2009-01-07,6.65855967078189,6.83500685871056,6.63998628257888,6.77,15987900,6.77
2009-01-08,6.71495967741935,7.42081989247312,6.69638440860215,6.91,39863200,6.91
2009-01-09,6.82290836653386,7.05498007968127,6.78577689243028,6.99,19846100,6.99
2009-01-12,7.04785714285714,7.25214285714286,6.98285714285714,7.02,27180100,7.02
2009-01-13,7.0058310626703,7.03370572207085,6.81070844686649,6.82,13228900,6.82
2009-01-14,6.81640686922061,7.05785997357992,6.81640686922061,7.03,16239900,7.03
2009-01-15,6.98427440633245,7.18860158311346,6.91926121372032,7.04,20712500,7.04
2009-01-16,7.07643328929987,7.19715984147952,6.96499339498019,7.03,18885100,7.03
2009-01-19,7.06141732283465,7.23795275590551,6.99637795275591,7.08,12758900,7.08
2009-01-20,7.06857707509881,7.11501976284585,6.91067193675889,7.05,8396400,7.05
2009-01-21,6.94215712383489,7.08137150466045,6.92359520639148,6.97,8799600,6.97
2009-01-22,7.05785997357992,7.14143989431968,6.97428005284016,7.03,10021200,7.03
2009-01-23,7.05572916666667,7.28782552083333,6.962890625,7.13,21186700,7.13
2009-02-02,7.18112426035503,7.85,7.10680473372781,7.85,65065800,7.85
2009-02-03,7.83287735849057,7.93496462264151,7.74935141509434,7.87,44550100,7.87
2009-02-04,7.9371676300578,8.16924855491329,7.81648554913295,8.03,42391200,8.03
2009-02-05,8.01283671036949,8.04997616209774,7.74357568533969,7.79,36685100,7.79
2009-02-06,7.81718244803695,8.1421247113164,7.81718244803695,8.04,33831700,8.04
2009-02-09,8.21425313568985,8.3163511972634,7.9914937286203,8.14,40666200,8.14
2009-02-10,8.04723905723906,8.38138047138047,7.9637037037037,8.27,42714300,8.27
2009-02-11,8.08,8.31218390804598,7.9128275862069,8.08,49307200,8.08
2009-02-12,8.08191603875135,8.7786329386437,7.97044133476857,8.63,65575800,8.63
2009-02-13,9.42424870466321,9.43353367875648,8.83929533678756,8.96,95780900,8.96
2009-02-16,8.93285714285714,9.035,8.75642857142857,8.97,45600600,8.97
2009-02-17,8.97445161290323,9.03948387096774,8.63070967741935,8.64,42651200,8.64
2009-02-18,8.44517162471396,8.64027459954233,8.10141876430206,8.12,42164900,8.12
2009-02-19,8.26138952164009,8.32636674259681,8.01076309794989,8.15,25734000,8.15
2009-02-20,8.15633740288568,8.38857935627081,8.13775804661487,8.37,21824400,8.37
2009-02-23,8.30869336143309,8.85641728134879,8.16944151738672,8.81,42443400,8.81
2009-02-24,8.72709251101322,8.99633259911894,8.41143171806167,8.43,44650600,8.43
2009-02-25,8.54285714285714,8.61714285714286,8.17142857142857,8.45,28337300,8.45
2009-02-26,8.43682634730539,8.51107784431138,7.60149700598802,7.75,30873600,7.75
2009-02-27,7.70198757763975,7.70198757763975,7.32152795031056,7.47,27526700,7.47
2009-03-02,7.40350490196078,7.63573529411765,7.36634803921569,7.58,12737500,7.58
2009-03-03,7.38638059701493,7.58149253731343,7.32134328358209,7.47,16220000,7.47
